Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,EMI,Start_Date,End_Date
700627,1099,Personal Loan,4372084,10.2,36,Default,121446.78,2023-07-31,2026-07-15
700628,1040,Personal Loan,3268036,10.42,36,Active,90778.78,2022-03-07,2025-02-19
700629,1019,Personal Loan,2255713,11.47,36,Closed,62658.69,2024-12-17,2027-12-02
700630,1138,Business Loan,2466502,8.37,36,Closed,68513.94,2024-12-09,2027-11-24
700631,1059,Education Loan,2878713,14.22,36,Active,79964.25,2025-07-08,2028-06-22
700632,1128,Business Loan,4784625,8.16,24,Default,199359.38,2021-10-15,2023-10-05
700633,1037,Home Loan,2258814,14.75,120,Closed,18823.45,2021-09-23,2031-08-02
700634,1009,Personal Loan,899924,13.66,60,Default,14998.73,2023-07-27,2028-06-30
700635,1106,Home Loan,192275,9.54,12,Active,16022.92,2022-05-23,2023-05-18
700636,1064,Personal Loan,4188956,13.58,120,Active,34907.97,2022-05-10,2032-03-18
700637,1005,Car Loan,2224648,7.89,24,Closed,92693.67,2022-01-05,2023-12-26
700638,1061,Home Loan,2208174,12.75,120,Active,18401.45,2022-03-30,2032-02-06
700639,1131,Personal Loan,1922673,9.67,36,Active,53407.58,2026-07-18,2029-07-02
700640,1114,Home Loan,4247144,14.95,240,Active,17696.43,2022-09-15,2042-06-02
700641,1179,Car Loan,3882897,9.97,24,Default,161787.38,2024-06-12,2026-06-02
700642,1099,Education Loan,3095137,10.08,240,Closed,12896.4,2026-03-15,2045-11-30
700643,1052,Personal Loan,3119244,14.76,24,Closed,129968.5,2023-03-21,2025-03-10
700644,1143,Home Loan,4982533,14.38,240,Active,20760.55,2024-04-11,2043-12-28
700645,1079,Business Loan,51445,8.88,240,Active,214.35,2026-07-21,2046-04-07
700646,1139,Home Loan,4612033,7.78,24,Active,192168.04,2022-02-21,2024-02-11
700647,1100,Business Loan,560580,11.5,240,Active,2335.75,2026-07-20,2046-04-06
700648,1066,Business Loan,3730195,12.75,240,Default,15542.48,2021-12-30,2041-09-16
700649,1136,Home Loan,603049,13.75,240,Active,2512.7,2023-08-19,2043-05-06
700650,1115,Personal Loan,4727942,10.51,240,Default,19699.76,2022-07-18,2042-04-04
700651,1107,Home Loan,1106392,8.93,36,Active,30733.11,2022-07-24,2025-07-08
700652,1138,Business Loan,2545345,9.1,24,Default,106056.04,2022-05-23,2024-05-12
700653,1143,Car Loan,4031916,10.77,36,Closed,111997.67,2025-11-24,2028-11-08
700654,1038,Car Loan,3832314,13.73,60,Closed,63871.9,2022-08-22,2027-07-27
700655,1180,Car Loan,2015078,8.14,240,Closed,8396.16,2023-08-28,2043-05-15
700656,1073,Home Loan,1812639,10.09,36,Closed,50351.08,2022-08-08,2025-07-23
700657,1128,Car Loan,2337979,14.57,60,Default,38966.32,2023-02-21,2028-01-26
700658,1010,Car Loan,2877422,8.77,240,Closed,11989.26,2022-05-20,2042-02-04
700659,1153,Personal Loan,1384608,12.69,240,Closed,5769.2,2023-10-27,2043-07-14
700660,1158,Home Loan,1401846,10.15,12,Default,116820.5,2021-10-19,2022-10-14
700661,1157,Business Loan,315970,8.62,12,Active,26330.83,2023-10-17,2024-10-11
700662,1026,Education Loan,328267,14.32,120,Active,2735.56,2024-10-31,2034-09-09
700663,1177,Car Loan,589288,14.88,60,Closed,9821.47,2025-04-21,2030-03-26
700664,1050,Home Loan,1500483,11.92,12,Closed,125040.25,2024-09-14,2025-09-09
700665,1077,Education Loan,4489096,14.52,12,Active,374091.33,2025-06-20,2026-06-15
700666,1090,Personal Loan,2476550,14.29,24,Default,103189.58,2025-05-29,2027-05-19
700667,1040,Business Loan,3905643,12.73,120,Closed,32547.03,2022-08-31,2032-07-09
700668,1047,Business Loan,3916239,10.21,36,Active,108784.42,2021-08-06,2024-07-21
700669,1159,Business Loan,1755918,7.69,12,Default,146326.5,2024-08-20,2025-08-15
700670,1044,Personal Loan,534452,12.37,24,Active,22268.83,2022-02-25,2024-02-15
700671,1050,Car Loan,2215351,13.75,60,Closed,36922.52,2025-09-17,2030-08-22
700672,1138,Personal Loan,2075468,7.87,36,Closed,57651.89,2023-08-04,2026-07-19
700673,1113,Personal Loan,2777671,10.53,60,Closed,46294.52,2024-11-08,2029-10-13
700674,1006,Home Loan,3646964,12.25,60,Default,60782.73,2024-07-06,2029-06-10
700675,1064,Home Loan,4261337,14.17,12,Active,355111.42,2023-05-19,2024-05-13
700676,1157,Personal Loan,4360614,11.86,60,Default,72676.9,2022-04-10,2027-03-15
700677,1152,Personal Loan,3907262,12.79,60,Default,65121.03,2024-07-18,2029-06-22
700678,1165,Car Loan,4304277,14.42,120,Default,35868.97,2025-10-02,2035-08-11
700679,1046,Business Loan,3439512,9.82,12,Active,286626.0,2025-09-20,2026-09-15
700680,1150,Home Loan,4932400,8.15,120,Closed,41103.33,2023-07-09,2033-05-17
700681,1034,Business Loan,3840335,14.02,36,Active,106675.97,2025-04-18,2028-04-02
700682,1010,Car Loan,4361313,12.84,120,Default,36344.28,2022-05-05,2032-03-13
700683,1124,Car Loan,4040773,14.91,12,Closed,336731.08,2022-03-18,2023-03-13
700684,1143,Home Loan,3127441,7.98,60,Active,52124.02,2025-11-26,2030-10-31
700685,1081,Business Loan,4299775,8.33,60,Default,71662.92,2022-04-03,2027-03-08
700686,1052,Education Loan,3998710,13.89,60,Default,66645.17,2023-01-07,2027-12-12
700687,1158,Personal Loan,3557705,14.41,120,Default,29647.54,2026-02-11,2035-12-21
700688,1081,Personal Loan,3632875,13.37,12,Closed,302739.58,2024-06-12,2025-06-07
700689,1003,Business Loan,1845397,14.6,60,Default,30756.62,2023-11-15,2028-10-19
700690,1050,Car Loan,58459,14.05,24,Closed,2435.79,2023-08-23,2025-08-12
700691,1177,Personal Loan,4027079,9.55,240,Default,16779.5,2024-04-29,2044-01-15
700692,1012,Education Loan,4322414,10.0,12,Closed,360201.17,2024-02-09,2025-02-03
700693,1012,Business Loan,3497052,13.35,120,Default,29142.1,2021-11-17,2031-09-26
700694,1126,Education Loan,4205169,11.48,24,Default,175215.38,2024-06-28,2026-06-18
700695,1029,Home Loan,4056055,12.95,120,Active,33800.46,2024-11-02,2034-09-11
700696,1074,Personal Loan,2848253,11.32,36,Active,79118.14,2024-11-23,2027-11-08
700697,1161,Car Loan,2693502,9.03,120,Active,22445.85,2022-06-17,2032-04-25
700698,1130,Personal Loan,773024,11.51,36,Default,21472.89,2024-04-01,2027-03-17
700699,1170,Home Loan,1389803,10.6,36,Active,38605.64,2023-05-06,2026-04-20
700700,1115,Personal Loan,1822778,7.79,120,Default,15189.82,2023-07-11,2033-05-19
700701,1005,Personal Loan,4959066,9.57,36,Default,137751.83,2024-04-17,2027-04-02
700702,1090,Car Loan,123897,10.68,36,Active,3441.58,2022-07-29,2025-07-13
700703,1136,Home Loan,378019,10.9,60,Default,6300.32,2023-04-18,2028-03-22
700704,1042,Education Loan,2668989,10.88,120,Active,22241.58,2026-05-11,2036-03-19
700705,1066,Home Loan,348264,8.27,120,Default,2902.2,2024-12-18,2034-10-27
700706,1008,Education Loan,4657303,14.95,12,Default,388108.58,2022-12-14,2023-12-09
700707,1060,Personal Loan,109509,12.23,240,Active,456.29,2024-02-07,2043-10-25
700708,1103,Education Loan,1896940,13.14,120,Active,15807.83,2021-08-15,2031-06-24
700709,1149,Personal Loan,4518881,10.5,60,Default,75314.68,2026-03-21,2031-02-23
700710,1130,Business Loan,4200951,11.45,120,Default,35007.93,2024-05-21,2034-03-30
700711,1005,Business Loan,1896792,14.79,36,Active,52688.67,2023-07-15,2026-06-29
700712,1107,Home Loan,284736,12.68,24,Active,11864.0,2023-02-17,2025-02-06
700713,1025,Education Loan,4952457,14.98,240,Default,20635.24,2025-02-18,2044-11-05
700714,1116,Business Loan,3610522,12.6,120,Closed,30087.68,2024-12-09,2034-10-18
700715,1041,Education Loan,2807773,7.56,120,Default,23398.11,2024-11-06,2034-09-15
700716,1112,Business Loan,1091973,12.02,24,Default,45498.88,2023-04-03,2025-03-23
700717,1067,Home Loan,1426328,8.83,120,Default,11886.07,2023-11-30,2033-10-08
700718,1173,Business Loan,4067489,7.85,36,Default,112985.81,2024-05-27,2027-05-12
700719,1017,Business Loan,637160,12.05,12,Default,53096.67,2022-08-30,2023-08-25
700720,1162,Business Loan,471206,14.82,36,Default,13089.06,2025-03-04,2028-02-17
700721,1170,Home Loan,771896,13.77,60,Active,12864.93,2024-09-12,2029-08-17
700722,1175,Business Loan,2117484,10.91,12,Closed,176457.0,2023-05-14,2024-05-08
700723,1040,Business Loan,2670410,12.74,24,Active,111267.08,2023-04-14,2025-04-03
700724,1047,Personal Loan,4156131,11.7,60,Active,69268.85,2025-10-24,2030-09-28
700725,1089,Education Loan,3621819,8.85,36,Closed,100606.08,2021-09-15,2024-08-30
700726,1112,Personal Loan,1420914,12.84,60,Active,23681.9,2021-11-14,2026-10-19
700727,1178,Home Loan,433611,8.24,24,Closed,18067.12,2022-07-31,2024-07-20
700728,1108,Home Loan,1704780,11.74,60,Closed,28413.0,2023-09-08,2028-08-12
700729,1159,Personal Loan,570776,9.82,60,Closed,9512.93,2023-01-28,2028-01-02
700730,1068,Home Loan,3599503,13.4,60,Active,59991.72,2021-09-19,2026-08-24
700731,1127,Education Loan,4031368,10.02,24,Default,167973.67,2026-03-16,2028-03-05
700732,1106,Personal Loan,1687955,13.06,60,Default,28132.58,2023-05-31,2028-05-04
700733,1065,Car Loan,3816161,14.19,240,Active,15900.67,2024-11-24,2044-08-11
700734,1027,Home Loan,1398912,14.64,36,Default,38858.67,2022-09-26,2025-09-10
700735,1180,Car Loan,624702,9.88,24,Default,26029.25,2025-10-14,2027-10-04
700736,1122,Business Loan,1230076,8.52,36,Closed,34168.78,2025-08-09,2028-07-24
700737,1031,Business Loan,658817,8.67,24,Closed,27450.71,2022-12-22,2024-12-11
700738,1058,Education Loan,450113,9.88,120,Default,3750.94,2026-03-22,2036-01-29
700739,1054,Car Loan,3878578,9.8,12,Active,323214.83,2021-10-19,2022-10-14
700740,1014,Education Loan,131062,9.65,36,Active,3640.61,2024-11-20,2027-11-05
700741,1137,Home Loan,1994551,11.48,36,Closed,55404.19,2025-05-06,2028-04-20
700742,1150,Car Loan,2531947,13.54,60,Default,42199.12,2024-10-14,2029-09-18
700743,1046,Personal Loan,4421294,9.28,12,Closed,368441.17,2026-07-25,2027-07-20
700744,1169,Education Loan,2236722,8.08,60,Active,37278.7,2024-06-08,2029-05-13
700745,1046,Education Loan,3608426,13.9,12,Default,300702.17,2025-11-20,2026-11-15
700746,1085,Business Loan,4247351,12.85,12,Active,353945.92,2024-02-20,2025-02-14
700747,1165,Business Loan,1487386,12.69,240,Active,6197.44,2023-09-21,2043-06-08
700748,1161,Business Loan,2525529,14.74,60,Closed,42092.15,2023-03-05,2028-02-07
700749,1050,Education Loan,81698,13.56,120,Default,680.82,2024-04-01,2034-02-08
700750,1167,Car Loan,2271866,12.49,24,Active,94661.08,2023-07-09,2025-06-28
700751,1101,Car Loan,3271240,10.91,36,Default,90867.78,2021-12-26,2024-12-10
700752,1003,Car Loan,1984458,9.02,60,Default,33074.3,2022-06-18,2027-05-23
700753,1004,Personal Loan,3268399,10.45,60,Default,54473.32,2025-02-21,2030-01-26
700754,1128,Personal Loan,3645472,10.59,240,Active,15189.47,2025-10-05,2045-06-22
700755,1113,Car Loan,1092329,11.55,120,Default,9102.74,2022-06-23,2032-05-01
700756,1058,Home Loan,4210135,11.15,120,Active,35084.46,2026-03-15,2036-01-22
700757,1066,Business Loan,4802430,9.26,240,Closed,20010.12,2023-11-25,2043-08-12
700758,1175,Education Loan,4753279,10.63,36,Default,132035.53,2024-02-09,2027-01-24
700759,1015,Business Loan,3674720,8.41,240,Active,15311.33,2024-04-13,2043-12-30
700760,1022,Home Loan,818870,13.13,36,Default,22746.39,2021-10-05,2024-09-19
700761,1049,Education Loan,4136757,8.01,240,Closed,17236.49,2023-01-31,2042-10-18
700762,1011,Business Loan,2246411,14.07,36,Closed,62400.31,2023-11-23,2026-11-07
700763,1013,Business Loan,2316040,13.09,240,Default,9650.17,2023-03-06,2042-11-21
700764,1162,Home Loan,4899015,13.74,12,Active,408251.25,2025-05-06,2026-05-01
700765,1158,Personal Loan,3364143,13.95,60,Closed,56069.05,2024-11-29,2029-11-03
700766,1168,Car Loan,1899252,10.83,36,Active,52757.0,2021-08-20,2024-08-04
700767,1129,Education Loan,4271840,12.69,120,Default,35598.67,2024-06-21,2034-04-30
700768,1014,Education Loan,3874208,10.87,120,Active,32285.07,2025-04-03,2035-02-10
700769,1123,Home Loan,3288692,12.81,120,Default,27405.77,2023-07-15,2033-05-23
700770,1103,Car Loan,4290058,9.23,60,Default,71500.97,2025-03-18,2030-02-20
700771,1133,Personal Loan,194806,10.86,36,Default,5411.28,2024-08-05,2027-07-21
700772,1018,Education Loan,4073135,9.61,12,Closed,339427.92,2025-08-23,2026-08-18
700773,1007,Home Loan,3545475,7.52,120,Closed,29545.62,2023-08-03,2033-06-11
700774,1031,Personal Loan,982574,12.95,24,Active,40940.58,2023-08-25,2025-08-14
700775,1012,Personal Loan,901361,10.52,240,Closed,3755.67,2026-05-03,2046-01-18
700776,1014,Education Loan,1336655,14.33,36,Closed,37129.31,2022-09-15,2025-08-30
700777,1133,Education Loan,743036,14.6,12,Default,61919.67,2024-12-08,2025-12-03
700778,1078,Education Loan,4168707,12.46,120,Closed,34739.22,2024-01-23,2033-12-01
700779,1067,Car Loan,384734,11.84,24,Closed,16030.58,2024-03-20,2026-03-10
700780,1171,Car Loan,4167828,14.44,240,Default,17365.95,2024-01-31,2043-10-18
700781,1091,Home Loan,613906,14.73,24,Active,25579.42,2026-06-15,2028-06-04
700782,1064,Personal Loan,2447533,11.59,60,Active,40792.22,2023-07-19,2028-06-22
700783,1092,Personal Loan,4375326,9.84,36,Active,121536.83,2026-02-03,2029-01-18
700784,1168,Home Loan,3436343,8.1,12,Active,286361.92,2025-08-04,2026-07-30
700785,1033,Home Loan,1784159,13.69,60,Closed,29735.98,2022-06-18,2027-05-23
700786,1022,Education Loan,1478307,9.38,60,Default,24638.45,2023-09-20,2028-08-24
700787,1005,Personal Loan,4300804,7.7,36,Active,119466.78,2025-08-19,2028-08-03
700788,1166,Business Loan,1197097,11.53,12,Active,99758.08,2024-12-20,2025-12-15
700789,1144,Personal Loan,548228,10.85,240,Closed,2284.28,2025-06-28,2045-03-15
700790,1119,Car Loan,634930,10.77,12,Closed,52910.83,2021-09-25,2022-09-20
700791,1132,Home Loan,3646170,14.65,60,Default,60769.5,2024-02-16,2029-01-20
700792,1168,Business Loan,3105356,10.82,24,Closed,129389.83,2025-02-13,2027-02-03
700793,1160,Business Loan,4118969,12.64,36,Active,114415.81,2025-04-14,2028-03-29
700794,1017,Business Loan,3619622,14.54,240,Default,15081.76,2023-02-21,2042-11-08
700795,1180,Home Loan,2371435,11.08,12,Active,197619.58,2026-01-22,2027-01-17
700796,1006,Home Loan,1958034,10.01,24,Default,81584.75,2025-09-02,2027-08-23
700797,1146,Home Loan,63395,7.77,120,Default,528.29,2024-11-14,2034-09-23
700798,1107,Education Loan,3869106,8.23,24,Default,161212.75,2025-12-22,2027-12-12
700799,1155,Car Loan,1330100,11.54,36,Active,36947.22,2026-01-13,2028-12-28
700800,1084,Business Loan,4840364,7.85,60,Active,80672.73,2023-07-21,2028-06-24
700801,1177,Car Loan,4021795,12.33,12,Closed,335149.58,2024-12-21,2025-12-16
700802,1099,Education Loan,100009,13.3,240,Default,416.7,2025-10-20,2045-07-07
700803,1168,Education Loan,4164980,8.82,240,Default,17354.08,2026-03-23,2045-12-08
700804,1178,Car Loan,1977258,8.7,36,Closed,54923.83,2024-06-23,2027-06-08
700805,1079,Education Loan,781185,10.33,60,Active,13019.75,2023-02-10,2028-01-15
700806,1092,Business Loan,2717486,11.97,60,Active,45291.43,2026-01-04,2030-12-09
700807,1073,Home Loan,4055214,14.9,12,Default,337934.5,2026-04-20,2027-04-15
700808,1074,Car Loan,631179,11.42,12,Default,52598.25,2024-05-04,2025-04-29
700809,1079,Education Loan,3556389,9.39,60,Closed,59273.15,2021-08-29,2026-08-03
700810,1021,Personal Loan,1294010,11.77,120,Active,10783.42,2026-01-20,2035-11-29
700811,1045,Business Loan,3936879,8.4,240,Default,16403.66,2024-11-22,2044-08-09
700812,1050,Education Loan,2094006,10.18,36,Closed,58166.83,2022-12-01,2025-11-15
700813,1076,Business Loan,3076548,14.79,60,Active,51275.8,2024-04-24,2029-03-29
700814,1053,Personal Loan,1134489,13.5,120,Closed,9454.08,2025-12-15,2035-10-24
700815,1048,Home Loan,4386910,7.6,24,Closed,182787.92,2024-04-09,2026-03-30
700816,1039,Personal Loan,771306,13.78,60,Active,12855.1,2023-09-08,2028-08-12
700817,1103,Home Loan,2619625,13.66,24,Default,109151.04,2021-10-09,2023-09-29
700818,1056,Home Loan,3656355,11.94,12,Active,304696.25,2023-05-08,2024-05-02
700819,1101,Home Loan,3880783,9.21,60,Default,64679.72,2024-06-04,2029-05-09
700820,1080,Personal Loan,1130641,9.64,120,Default,9422.01,2024-04-10,2034-02-17
700821,1141,Personal Loan,1722749,11.34,60,Closed,28712.48,2025-04-15,2030-03-20
700822,1176,Business Loan,2158115,9.28,24,Closed,89921.46,2022-02-01,2024-01-22
700823,1157,Education Loan,884793,14.54,36,Active,24577.58,2025-11-19,2028-11-03
700824,1068,Education Loan,4574693,13.65,24,Active,190612.21,2022-11-25,2024-11-14
700825,1009,Car Loan,1835588,13.99,12,Active,152965.67,2024-07-02,2025-06-27
700826,1094,Car Loan,3695935,12.78,60,Default,61598.92,2025-09-19,2030-08-24
700827,1080,Business Loan,1002494,9.32,36,Active,27847.06,2025-11-29,2028-11-13
700828,1146,Education Loan,1776942,10.18,240,Active,7403.93,2022-12-20,2042-09-06
700829,1094,Car Loan,3862123,7.94,120,Default,32184.36,2024-11-15,2034-09-24
700830,1014,Business Loan,2719339,11.46,24,Closed,113305.79,2022-11-12,2024-11-01
700831,1103,Business Loan,1070309,11.07,12,Active,89192.42,2024-08-21,2025-08-16
700832,1084,Home Loan,3291499,10.47,12,Active,274291.58,2021-08-03,2022-07-29
700833,1095,Car Loan,901706,11.96,60,Active,15028.43,2021-08-04,2026-07-09
700834,1014,Personal Loan,3117449,13.02,240,Active,12989.37,2022-06-05,2042-02-20
700835,1087,Car Loan,722802,12.1,12,Default,60233.5,2025-04-17,2026-04-12
700836,1003,Home Loan,755070,8.45,12,Default,62922.5,2022-04-05,2023-03-31
700837,1083,Home Loan,3658483,13.84,24,Active,152436.79,2023-11-13,2025-11-02
700838,1165,Personal Loan,4745720,8.46,36,Closed,131825.56,2025-04-20,2028-04-04
700839,1055,Car Loan,3769770,9.62,60,Closed,62829.5,2025-03-25,2030-02-27
700840,1008,Education Loan,2163707,11.67,240,Default,9015.45,2022-09-17,2042-06-04
700841,1056,Personal Loan,1444820,7.78,12,Closed,120401.67,2023-01-20,2024-01-15
700842,1132,Personal Loan,178559,12.22,36,Active,4959.97,2023-07-30,2026-07-14
700843,1078,Home Loan,3407724,9.45,120,Closed,28397.7,2026-04-26,2036-03-04
700844,1043,Personal Loan,1872831,14.5,240,Active,7803.46,2024-12-23,2044-09-09
700845,1047,Education Loan,1369482,9.37,60,Active,22824.7,2023-03-10,2028-02-12
700846,1110,Home Loan,4685834,12.22,12,Active,390486.17,2023-08-22,2024-08-16
700847,1161,Car Loan,1393696,12.65,120,Closed,11614.13,2025-07-02,2035-05-11
700848,1063,Home Loan,470363,11.33,240,Default,1959.85,2023-02-28,2042-11-15
700849,1110,Personal Loan,1582560,8.3,24,Closed,65940.0,2024-05-17,2026-05-07
700850,1016,Education Loan,4786018,12.64,60,Active,79766.97,2022-11-24,2027-10-29
700851,1050,Personal Loan,2756422,11.29,12,Active,229701.83,2023-01-30,2024-01-25
700852,1094,Business Loan,1733829,12.7,240,Closed,7224.29,2022-11-08,2042-07-26
700853,1134,Home Loan,2940917,8.05,12,Active,245076.42,2026-02-01,2027-01-27
700854,1084,Education Loan,4864800,14.42,36,Default,135133.33,2025-11-25,2028-11-09
700855,1055,Business Loan,3229927,9.27,120,Active,26916.06,2021-12-25,2031-11-03
700856,1136,Personal Loan,1011868,11.07,60,Default,16864.47,2021-08-25,2026-07-30
700857,1084,Car Loan,396525,9.3,36,Closed,11014.58,2021-11-29,2024-11-13
700858,1122,Education Loan,4455093,9.81,24,Default,185628.88,2026-02-01,2028-01-22
700859,1049,Business Loan,3583699,9.31,12,Default,298641.58,2022-05-07,2023-05-02
700860,1101,Home Loan,1190719,14.84,12,Active,99226.58,2023-05-20,2024-05-14
700861,1077,Business Loan,361298,9.06,120,Default,3010.82,2023-06-05,2033-04-13
700862,1117,Personal Loan,1530889,13.33,60,Active,25514.82,2024-08-06,2029-07-11
700863,1179,Personal Loan,1273304,10.49,12,Default,106108.67,2022-11-17,2023-11-12
700864,1019,Business Loan,2732401,12.56,120,Closed,22770.01,2024-02-10,2033-12-19
700865,1056,Business Loan,2778163,14.54,120,Active,23151.36,2024-09-28,2034-08-07
700866,1009,Business Loan,3040631,9.98,120,Default,25338.59,2024-12-04,2034-10-13
700867,1026,Personal Loan,1476947,14.97,120,Closed,12307.89,2025-01-29,2034-12-08
700868,1111,Education Loan,556285,10.13,12,Closed,46357.08,2023-07-22,2024-07-16
700869,1063,Home Loan,449147,7.88,36,Active,12476.31,2025-02-17,2028-02-02
700870,1146,Car Loan,2018162,7.52,24,Default,84090.08,2025-06-13,2027-06-03
700871,1174,Education Loan,1792526,7.89,60,Closed,29875.43,2022-11-30,2027-11-04
700872,1111,Business Loan,4824612,12.11,36,Default,134017.0,2026-06-20,2029-06-04
700873,1132,Education Loan,3397500,12.56,120,Active,28312.5,2026-05-05,2036-03-13
700874,1075,Business Loan,968290,11.15,12,Closed,80690.83,2023-07-04,2024-06-28
700875,1072,Car Loan,4074551,7.84,60,Default,67909.18,2023-04-23,2028-03-27
700876,1100,Education Loan,4040274,7.57,12,Default,336689.5,2024-08-13,2025-08-08
700877,1026,Car Loan,425584,9.16,120,Active,3546.53,2026-06-25,2036-05-03
700878,1045,Education Loan,1562360,9.77,60,Default,26039.33,2023-01-14,2027-12-19
700879,1051,Education Loan,2204514,13.94,36,Default,61236.5,2026-03-18,2029-03-02
700880,1177,Education Loan,3467854,11.85,120,Closed,28898.78,2024-06-05,2034-04-14
700881,1098,Home Loan,4375406,8.05,12,Closed,364617.17,2022-01-01,2022-12-27
700882,1071,Home Loan,953484,13.74,240,Active,3972.85,2024-02-15,2043-11-02
700883,1120,Personal Loan,349709,8.63,240,Active,1457.12,2024-01-23,2043-10-10
700884,1032,Education Loan,223897,8.97,24,Active,9329.04,2024-04-05,2026-03-26
700885,1003,Education Loan,4130339,14.8,120,Active,34419.49,2025-02-20,2034-12-30
700886,1047,Business Loan,4887458,10.3,36,Active,135762.72,2021-10-12,2024-09-26
700887,1151,Business Loan,4900531,8.47,240,Closed,20418.88,2025-12-03,2045-08-20
700888,1043,Personal Loan,3489945,8.59,12,Closed,290828.75,2024-11-18,2025-11-13
700889,1006,Personal Loan,3127630,10.5,240,Default,13031.79,2021-10-12,2041-06-29
700890,1092,Car Loan,4509587,14.17,24,Default,187899.46,2025-12-12,2027-12-02
700891,1180,Business Loan,2327582,12.41,240,Active,9698.26,2025-02-01,2044-10-19
700892,1098,Personal Loan,1263684,13.57,12,Active,105307.0,2022-11-22,2023-11-17
700893,1163,Business Loan,785081,9.72,60,Default,13084.68,2023-12-09,2028-11-12
700894,1159,Business Loan,3838773,10.54,36,Closed,106632.58,2025-12-11,2028-11-25
700895,1089,Car Loan,2061185,11.01,12,Active,171765.42,2022-08-28,2023-08-23
700896,1154,Car Loan,4950047,13.2,24,Closed,206251.96,2024-08-19,2026-08-09
700897,1063,Home Loan,4089827,12.23,240,Active,17040.95,2026-06-26,2046-03-13
700898,1101,Home Loan,226564,14.34,36,Default,6293.44,2024-03-25,2027-03-10
700899,1089,Business Loan,3177325,11.05,36,Active,88259.03,2022-11-04,2025-10-19
700900,1123,Business Loan,176417,14.26,60,Default,2940.28,2022-11-18,2027-10-23
700901,1059,Car Loan,2705970,7.83,24,Default,112748.75,2023-01-11,2024-12-31
700902,1076,Business Loan,2147338,9.35,36,Active,59648.28,2022-04-11,2025-03-26
700903,1085,Personal Loan,129348,10.24,60,Active,2155.8,2026-07-26,2031-06-30
700904,1047,Business Loan,4218191,7.8,60,Active,70303.18,2026-03-22,2031-02-24
700905,1037,Personal Loan,61853,7.97,120,Closed,515.44,2025-10-26,2035-09-04
700906,1070,Personal Loan,493942,10.12,12,Active,41161.83,2022-04-10,2023-04-05
700907,1088,Home Loan,430280,12.57,60,Default,7171.33,2023-06-23,2028-05-27
700908,1174,Personal Loan,3763104,13.42,36,Closed,104530.67,2025-08-23,2028-08-07
700909,1129,Business Loan,308161,13.54,36,Default,8560.03,2022-01-23,2025-01-07
700910,1048,Home Loan,243714,13.93,120,Default,2030.95,2023-12-23,2033-10-31
700911,1024,Education Loan,4356556,14.16,120,Closed,36304.63,2021-11-03,2031-09-12
700912,1106,Business Loan,432636,9.31,12,Active,36053.0,2025-05-04,2026-04-29
700913,1095,Business Loan,222554,12.8,12,Default,18546.17,2023-06-04,2024-05-29
700914,1151,Home Loan,4414759,7.91,36,Closed,122632.19,2022-05-23,2025-05-07
700915,1044,Car Loan,2196346,7.66,240,Active,9151.44,2023-09-28,2043-06-15
700916,1117,Education Loan,2710448,11.47,12,Closed,225870.67,2023-12-16,2024-12-10
700917,1026,Car Loan,2581591,12.14,12,Default,215132.58,2025-08-03,2026-07-29
700918,1077,Personal Loan,791602,13.41,120,Active,6596.68,2022-01-17,2031-11-26
700919,1012,Business Loan,520907,15.0,12,Active,43408.92,2025-11-26,2026-11-21
700920,1127,Personal Loan,4806071,11.48,12,Default,400505.92,2022-02-15,2023-02-10
700921,1147,Home Loan,4039139,10.07,36,Active,112198.31,2022-09-15,2025-08-30
700922,1147,Car Loan,2054662,11.84,24,Default,85610.92,2022-01-10,2023-12-31
700923,1022,Car Loan,3134183,10.7,24,Default,130590.96,2022-10-23,2024-10-12
700924,1063,Personal Loan,4724980,8.19,60,Closed,78749.67,2026-05-01,2031-04-05
700925,1064,Personal Loan,1591328,9.5,120,Closed,13261.07,2021-08-03,2031-06-12
700926,1116,Business Loan,4363889,12.23,60,Closed,72731.48,2024-06-06,2029-05-11
700927,1168,Business Loan,4593110,14.28,240,Default,19137.96,2026-03-07,2045-11-22
700928,1085,Home Loan,3935458,12.65,60,Closed,65590.97,2024-12-25,2029-11-29
700929,1117,Car Loan,2090289,14.45,120,Active,17419.08,2026-06-06,2036-04-14
700930,1060,Personal Loan,4471861,12.13,36,Default,124218.36,2025-05-11,2028-04-25
700931,1107,Education Loan,1030771,14.84,60,Closed,17179.52,2022-04-07,2027-03-12
700932,1002,Home Loan,2008691,14.88,24,Closed,83695.46,2025-04-03,2027-03-24
700933,1123,Car Loan,4960159,7.61,120,Closed,41334.66,2024-07-05,2034-05-14
700934,1106,Business Loan,1490469,8.59,36,Closed,41401.92,2022-08-10,2025-07-25
700935,1098,Home Loan,3112419,11.38,24,Closed,129684.12,2021-08-09,2023-07-30
700936,1071,Home Loan,2243787,10.26,12,Closed,186982.25,2021-11-08,2022-11-03
700937,1115,Education Loan,2718120,12.08,60,Closed,45302.0,2026-01-02,2030-12-07
700938,1099,Education Loan,3448176,10.27,24,Default,143674.0,2026-02-03,2028-01-24
700939,1178,Home Loan,2320569,9.56,36,Active,64460.25,2022-08-27,2025-08-11
700940,1144,Personal Loan,965810,10.6,12,Closed,80484.17,2025-04-05,2026-03-31
