Transaction_ID,Account_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Merchant_Name,City,Device_Type,Is_Fraud,Fraud_Reason
903846,500000096,2026-05-25,03:04:50,ATM,67256,Paytm,Bengaluru,ATM,No,Normal Transaction
903847,500000164,2026-07-08,18:01:39,RTGS,75499,Amazon,Mumbai,Laptop,No,Normal Transaction
903848,500000037,2026-04-13,12:52:11,Credit Card,35054,Paytm,Bengaluru,Mobile,Yes,High Amount
903849,500000180,2026-08-05,16:09:15,ATM,72173,IRCTC,Lucknow,ATM,No,Normal Transaction
903850,500000129,2026-05-10,05:53:46,Debit Card,6052,Uber,Hyderabad,ATM,No,Normal Transaction
903851,500000154,2026-06-21,07:31:14,RTGS,16360,Reliance,Hyderabad,Mobile,No,Normal Transaction
903852,500000149,2026-07-26,23:51:30,RTGS,36797,PhonePe,Pune,Laptop,No,Normal Transaction
903853,500000144,2026-12-15,14:28:28,NEFT,40808,Uber,Lucknow,Laptop,No,Normal Transaction
903854,500000064,2026-08-19,19:08:59,Credit Card,39690,DMart,Pune,Laptop,No,Normal Transaction
903855,500000031,2026-01-22,09:39:29,RTGS,49160,Flipkart,Delhi,Laptop,No,Normal Transaction
903856,500000033,2026-12-21,09:09:49,UPI,20053,Uber,Bengaluru,ATM,No,Normal Transaction
903857,500000107,2026-09-10,21:20:48,ATM,83404,Uber,Hyderabad,Laptop,No,Normal Transaction
903858,500000094,2026-06-17,01:27:13,ATM,99144,Swiggy,Hyderabad,Laptop,No,Normal Transaction
903859,500000163,2026-04-08,01:31:06,RTGS,64434,Amazon,Delhi,POS,No,Normal Transaction
903860,500000141,2026-08-13,04:04:56,Debit Card,2136,Swiggy,Bengaluru,Mobile,No,Normal Transaction
903861,500000112,2026-08-20,19:42:51,UPI,73393,Flipkart,Lucknow,Mobile,No,Normal Transaction
903862,500000143,2026-01-27,19:33:21,ATM,5642,Uber,Kolkata,ATM,No,Normal Transaction
903863,500000150,2026-02-11,17:48:05,Credit Card,92907,Amazon,Mumbai,Laptop,No,Normal Transaction
903864,500000165,2026-05-27,16:42:42,IMPS,20591,Amazon,Delhi,ATM,No,Normal Transaction
903865,500000172,2026-12-09,21:17:56,ATM,28245,Paytm,Delhi,POS,No,Normal Transaction
903866,500000122,2026-02-26,12:35:41,Credit Card,89827,Reliance,Kolkata,Mobile,No,Normal Transaction
903867,500000066,2026-05-17,05:24:07,NEFT,3958,IRCTC,Pune,Laptop,No,Normal Transaction
903868,500000037,2026-06-13,10:56:37,Debit Card,16232,Flipkart,Mumbai,ATM,No,Normal Transaction
903869,500000180,2026-01-05,04:32:49,IMPS,65121,Paytm,Kolkata,Mobile,Yes,Multiple Transactions
903870,500000028,2026-05-31,04:37:08,ATM,9359,Flipkart,Mumbai,ATM,No,Normal Transaction
903871,500000026,2026-06-23,17:54:03,ATM,38782,Zomato,Pune,Laptop,No,Normal Transaction
903872,500000146,2026-01-31,17:19:26,ATM,70045,Swiggy,Mumbai,POS,No,Normal Transaction
903873,500000101,2026-03-02,18:03:39,Debit Card,64586,Flipkart,Delhi,ATM,No,Normal Transaction
903874,500000025,2026-08-22,11:37:27,NEFT,30649,IRCTC,Kolkata,Laptop,No,Normal Transaction
903875,500000154,2026-12-23,15:38:46,UPI,10800,IRCTC,Lucknow,Mobile,No,Normal Transaction
903876,500000093,2026-07-13,15:45:42,UPI,80253,PhonePe,Mumbai,Laptop,No,Normal Transaction
903877,500000103,2026-04-28,02:19:27,IMPS,10620,DMart,Bengaluru,POS,No,Normal Transaction
903878,500000105,2026-07-23,19:48:37,ATM,63807,Amazon,Lucknow,Laptop,No,Normal Transaction
903879,500000102,2026-09-26,13:54:19,IMPS,64296,Flipkart,Kolkata,POS,No,Normal Transaction
903880,500000032,2026-09-27,10:14:13,Credit Card,29426,PhonePe,Pune,Mobile,No,Normal Transaction
903881,500000067,2026-11-09,04:03:03,RTGS,99047,Flipkart,Delhi,Mobile,No,Normal Transaction
903882,500000152,2026-06-18,22:34:11,ATM,22736,IRCTC,Hyderabad,ATM,No,Normal Transaction
903883,500000020,2026-06-15,13:18:59,Debit Card,2385,Amazon,Pune,Mobile,No,Normal Transaction
903884,500000164,2026-02-09,03:18:17,Debit Card,25265,DMart,Lucknow,POS,No,Normal Transaction
903885,500000108,2026-11-28,15:56:01,ATM,51284,Amazon,Lucknow,Laptop,No,Normal Transaction
903886,500000132,2026-06-28,14:38:45,UPI,90719,Flipkart,Lucknow,Laptop,No,Normal Transaction
903887,500000009,2026-09-29,03:21:07,IMPS,88080,Reliance,Lucknow,ATM,No,Normal Transaction
903888,500000003,2026-09-24,00:17:08,RTGS,71669,IRCTC,Hyderabad,POS,No,Normal Transaction
903889,500000139,2026-01-05,09:59:41,Credit Card,5719,Paytm,Lucknow,Mobile,No,Normal Transaction
903890,500000108,2026-11-12,23:02:08,Credit Card,28183,Paytm,Hyderabad,Mobile,No,Normal Transaction
903891,500000141,2026-06-07,19:25:26,IMPS,457,IRCTC,Mumbai,ATM,No,Normal Transaction
903892,500000110,2026-06-11,12:55:54,UPI,48212,IRCTC,Lucknow,ATM,No,Normal Transaction
903893,500000018,2026-06-27,04:41:27,ATM,16899,Flipkart,Mumbai,POS,No,Normal Transaction
903894,500000142,2026-04-09,04:04:29,IMPS,48707,Zomato,Hyderabad,Mobile,No,Normal Transaction
903895,500000106,2026-12-10,00:34:33,NEFT,39317,Zomato,Pune,Laptop,No,Normal Transaction
903896,500000092,2026-01-05,08:32:20,Credit Card,61194,PhonePe,Mumbai,ATM,No,Normal Transaction
903897,500000096,2026-05-17,08:53:45,IMPS,20796,IRCTC,Delhi,ATM,No,Normal Transaction
903898,500000065,2026-08-30,22:02:32,UPI,68160,Reliance,Pune,Mobile,No,Normal Transaction
903899,500000079,2026-05-28,03:32:21,Debit Card,96670,Uber,Mumbai,POS,No,Normal Transaction
903900,500000172,2026-07-04,15:06:59,Debit Card,34178,Reliance,Lucknow,POS,No,Normal Transaction
903901,500000157,2026-05-05,16:29:41,NEFT,76940,Zomato,Bengaluru,ATM,No,Normal Transaction
903902,500000148,2026-08-06,11:32:51,UPI,59055,Paytm,Delhi,POS,No,Normal Transaction
903903,500000133,2026-01-03,02:00:47,NEFT,42810,Reliance,Lucknow,Laptop,No,Normal Transaction
903904,500000019,2026-03-12,12:41:39,Debit Card,63559,Amazon,Bengaluru,Mobile,No,Normal Transaction
903905,500000007,2026-12-10,06:38:58,IMPS,68633,Amazon,Kolkata,POS,No,Normal Transaction
903906,500000161,2026-11-03,04:28:20,NEFT,87918,DMart,Mumbai,ATM,No,Normal Transaction
903907,500000045,2026-01-29,07:15:28,Debit Card,30373,PhonePe,Hyderabad,Laptop,No,Normal Transaction
903908,500000003,2026-07-29,00:28:38,RTGS,57227,PhonePe,Kolkata,ATM,No,Normal Transaction
903909,500000025,2026-12-31,19:48:57,NEFT,42234,Reliance,Kolkata,Mobile,No,Normal Transaction
903910,500000100,2026-09-27,05:59:15,UPI,67594,Uber,Hyderabad,ATM,No,Normal Transaction
903911,500000004,2026-10-20,20:34:44,UPI,45616,Uber,Hyderabad,POS,No,Normal Transaction
903912,500000039,2026-01-16,17:39:41,Debit Card,80685,PhonePe,Bengaluru,POS,No,Normal Transaction
903913,500000149,2026-05-27,10:10:06,Credit Card,74544,Amazon,Bengaluru,Laptop,No,Normal Transaction
903914,500000022,2026-04-08,20:18:33,IMPS,49936,Amazon,Pune,ATM,No,Normal Transaction
903915,500000180,2026-04-04,13:59:28,UPI,20001,Uber,Pune,Mobile,Yes,Different City
903916,500000083,2026-04-22,16:21:49,ATM,94819,Amazon,Pune,Mobile,No,Normal Transaction
903917,500000099,2026-11-19,23:46:04,Debit Card,66865,Reliance,Pune,POS,No,Normal Transaction
903918,500000041,2026-11-04,23:39:48,IMPS,81918,Amazon,Pune,Mobile,No,Normal Transaction
903919,500000115,2026-02-01,04:36:03,ATM,7221,Uber,Lucknow,POS,No,Normal Transaction
903920,500000075,2026-01-18,16:34:10,IMPS,96682,Zomato,Hyderabad,ATM,No,Normal Transaction
903921,500000116,2026-09-29,07:48:38,ATM,98698,Zomato,Hyderabad,Mobile,No,Normal Transaction
903922,500000137,2026-12-27,06:22:08,RTGS,79385,Swiggy,Kolkata,POS,No,Normal Transaction
903923,500000039,2026-09-29,18:52:45,RTGS,20314,IRCTC,Delhi,Mobile,No,Normal Transaction
903924,500000055,2026-10-12,19:27:02,NEFT,21743,DMart,Pune,ATM,No,Normal Transaction
903925,500000149,2026-01-04,02:18:16,Debit Card,40088,IRCTC,Kolkata,Laptop,No,Normal Transaction
903926,500000019,2026-11-20,22:41:47,Credit Card,64952,Flipkart,Mumbai,ATM,No,Normal Transaction
903927,500000139,2026-11-10,14:15:23,IMPS,56499,Uber,Kolkata,Mobile,No,Normal Transaction
903928,500000149,2026-05-23,19:57:19,ATM,70700,Swiggy,Hyderabad,ATM,No,Normal Transaction
903929,500000066,2026-05-08,22:36:27,Credit Card,15666,Reliance,Pune,POS,No,Normal Transaction
903930,500000008,2026-08-11,17:59:02,NEFT,15548,Paytm,Delhi,ATM,No,Normal Transaction
903931,500000172,2026-05-02,22:13:09,RTGS,81977,PhonePe,Bengaluru,Laptop,No,Normal Transaction
903932,500000131,2026-03-07,20:27:08,Debit Card,74410,DMart,Bengaluru,Laptop,No,Normal Transaction
903933,500000080,2026-10-18,07:51:05,UPI,3987,Paytm,Lucknow,POS,No,Normal Transaction
903934,500000009,2026-05-12,17:37:14,UPI,98953,Flipkart,Delhi,Laptop,No,Normal Transaction
903935,500000108,2026-09-21,12:53:20,UPI,26961,Paytm,Bengaluru,POS,No,Normal Transaction
903936,500000118,2026-08-24,11:24:24,RTGS,44022,DMart,Hyderabad,ATM,No,Normal Transaction
903937,500000056,2026-11-19,15:47:23,Debit Card,56704,DMart,Mumbai,Mobile,No,Normal Transaction
903938,500000030,2026-02-24,10:58:18,Debit Card,55874,Paytm,Delhi,Mobile,No,Normal Transaction
903939,500000147,2026-08-22,22:28:16,NEFT,71024,Amazon,Kolkata,Laptop,No,Normal Transaction
903940,500000086,2026-04-27,10:16:00,RTGS,81782,Reliance,Bengaluru,POS,No,Normal Transaction
903941,500000049,2026-12-12,08:35:12,IMPS,92502,Reliance,Delhi,Mobile,No,Normal Transaction
903942,500000159,2026-06-22,08:02:52,Credit Card,30096,Swiggy,Delhi,Laptop,No,Normal Transaction
903943,500000005,2026-06-05,15:10:08,IMPS,15517,Flipkart,Kolkata,Laptop,No,Normal Transaction
903944,500000078,2026-01-14,15:20:10,ATM,82096,IRCTC,Hyderabad,Mobile,No,Normal Transaction
903945,500000072,2026-12-21,13:57:16,RTGS,62953,Zomato,Lucknow,POS,No,Normal Transaction
903946,500000111,2026-09-15,00:13:21,RTGS,24067,PhonePe,Lucknow,ATM,No,Normal Transaction
903947,500000055,2026-04-06,01:04:10,IMPS,2742,Paytm,Bengaluru,POS,No,Normal Transaction
903948,500000066,2026-12-27,15:41:44,RTGS,12969,Paytm,Bengaluru,Mobile,No,Normal Transaction
903949,500000074,2026-12-16,09:32:22,RTGS,26351,DMart,Mumbai,Laptop,No,Normal Transaction
903950,500000022,2026-06-14,19:51:37,NEFT,32869,PhonePe,Bengaluru,ATM,No,Normal Transaction
903951,500000087,2026-02-24,14:39:25,ATM,84930,Uber,Bengaluru,Mobile,No,Normal Transaction
903952,500000016,2026-06-28,12:24:47,NEFT,2172,Zomato,Mumbai,Laptop,No,Normal Transaction
903953,500000014,2026-12-25,16:12:30,NEFT,51548,Uber,Bengaluru,Mobile,No,Normal Transaction
903954,500000141,2026-10-20,09:34:40,RTGS,65827,Swiggy,Delhi,Mobile,No,Normal Transaction
903955,500000129,2026-03-21,19:00:25,IMPS,12132,Zomato,Lucknow,Mobile,No,Normal Transaction
903956,500000146,2026-05-29,05:21:05,ATM,49190,Flipkart,Bengaluru,Mobile,No,Normal Transaction
903957,500000153,2026-07-27,07:56:25,UPI,65217,Zomato,Hyderabad,Mobile,No,Normal Transaction
903958,500000144,2026-09-08,16:32:15,RTGS,91518,PhonePe,Hyderabad,Mobile,No,Normal Transaction
903959,500000058,2026-04-25,04:48:17,RTGS,88968,PhonePe,Delhi,POS,No,Normal Transaction
903960,500000041,2026-09-17,06:42:19,UPI,3201,IRCTC,Lucknow,Mobile,No,Normal Transaction
903961,500000022,2026-09-29,19:04:15,Credit Card,66177,Amazon,Mumbai,Laptop,No,Normal Transaction
903962,500000015,2026-05-21,13:02:26,RTGS,26147,PhonePe,Kolkata,ATM,No,Normal Transaction
903963,500000132,2026-11-26,23:31:31,ATM,1448,DMart,Bengaluru,ATM,No,Normal Transaction
903964,500000003,2026-01-18,06:56:00,ATM,76826,Amazon,Kolkata,Laptop,No,Normal Transaction
903965,500000157,2026-04-26,17:32:34,IMPS,36847,Uber,Pune,Laptop,No,Normal Transaction
903966,500000102,2026-05-30,20:23:59,RTGS,12778,IRCTC,Bengaluru,Laptop,No,Normal Transaction
903967,500000153,2026-11-29,20:41:17,Credit Card,79714,Swiggy,Kolkata,ATM,No,Normal Transaction
903968,500000092,2026-02-19,07:16:06,Debit Card,37965,Swiggy,Lucknow,POS,No,Normal Transaction
903969,500000050,2026-03-11,02:18:06,ATM,12475,Swiggy,Kolkata,POS,No,Normal Transaction
903970,500000011,2026-02-23,13:53:11,NEFT,13646,PhonePe,Lucknow,Laptop,No,Normal Transaction
903971,500000011,2026-10-21,05:34:21,IMPS,15681,DMart,Kolkata,Laptop,No,Normal Transaction
903972,500000176,2026-01-21,19:29:15,NEFT,30355,PhonePe,Lucknow,ATM,No,Normal Transaction
903973,500000162,2026-08-02,19:55:42,ATM,92056,DMart,Kolkata,POS,No,Normal Transaction
903974,500000059,2026-03-16,01:47:56,RTGS,66016,Flipkart,Pune,Mobile,No,Normal Transaction
903975,500000074,2026-08-03,02:24:53,ATM,37087,Reliance,Kolkata,POS,No,Normal Transaction
903976,500000120,2026-03-03,06:56:20,UPI,67486,Swiggy,Lucknow,POS,No,Normal Transaction
903977,500000005,2026-07-27,09:11:30,ATM,55530,IRCTC,Mumbai,POS,No,Normal Transaction
903978,500000008,2026-01-10,07:04:52,Credit Card,90563,Swiggy,Lucknow,ATM,Yes,High Amount
903979,500000068,2026-04-08,20:19:55,Debit Card,40114,Amazon,Pune,Mobile,No,Normal Transaction
903980,500000069,2026-07-27,08:18:19,ATM,18560,PhonePe,Delhi,ATM,No,Normal Transaction
903981,500000065,2026-09-18,13:49:12,RTGS,86947,Paytm,Delhi,ATM,No,Normal Transaction
903982,500000058,2026-08-10,08:45:29,Credit Card,97005,Reliance,Kolkata,ATM,No,Normal Transaction
903983,500000041,2026-09-12,07:29:37,NEFT,20364,Paytm,Lucknow,ATM,No,Normal Transaction
903984,500000175,2026-05-19,18:36:26,RTGS,96489,Flipkart,Kolkata,Mobile,No,Normal Transaction
903985,500000033,2026-07-06,21:57:46,NEFT,72645,Reliance,Delhi,Mobile,No,Normal Transaction
903986,500000135,2026-09-25,05:03:34,Credit Card,67132,PhonePe,Pune,Laptop,No,Normal Transaction
903987,500000086,2026-03-31,01:20:16,IMPS,98160,Flipkart,Hyderabad,POS,No,Normal Transaction
903988,500000122,2026-04-29,21:17:42,Debit Card,70603,DMart,Kolkata,ATM,No,Normal Transaction
903989,500000092,2026-12-19,16:57:53,ATM,89748,Amazon,Bengaluru,Laptop,Yes,Different City
903990,500000138,2026-07-10,01:04:27,NEFT,11912,Amazon,Pune,ATM,No,Normal Transaction
903991,500000107,2026-12-04,12:20:16,ATM,14816,Zomato,Pune,Laptop,No,Normal Transaction
903992,500000066,2026-04-04,12:57:53,IMPS,49350,IRCTC,Bengaluru,ATM,No,Normal Transaction
903993,500000145,2026-09-08,11:58:19,Credit Card,5521,Amazon,Delhi,Mobile,No,Normal Transaction
903994,500000072,2026-01-01,08:21:03,Debit Card,85066,IRCTC,Hyderabad,Mobile,No,Normal Transaction
903995,500000170,2026-10-20,00:19:29,Credit Card,88172,DMart,Mumbai,POS,No,Normal Transaction
903996,500000072,2026-06-16,04:34:50,Debit Card,14697,DMart,Mumbai,ATM,No,Normal Transaction
903997,500000067,2026-01-18,18:01:31,NEFT,24385,Zomato,Bengaluru,Laptop,No,Normal Transaction
903998,500000015,2026-06-22,10:11:54,Credit Card,18847,DMart,Pune,Laptop,No,Normal Transaction
903999,500000063,2026-10-14,01:48:15,Credit Card,61068,Reliance,Lucknow,ATM,No,Normal Transaction
904000,500000004,2026-10-09,11:53:42,ATM,18110,Zomato,Delhi,ATM,No,Normal Transaction
904001,500000009,2026-02-06,10:21:39,Credit Card,21913,Paytm,Kolkata,Mobile,No,Normal Transaction
904002,500000023,2026-06-20,00:39:16,Debit Card,77523,Swiggy,Delhi,ATM,No,Normal Transaction
904003,500000105,2026-11-19,02:56:36,Debit Card,81068,PhonePe,Kolkata,POS,No,Normal Transaction
904004,500000029,2026-01-18,11:32:50,NEFT,25565,Amazon,Bengaluru,Laptop,No,Normal Transaction
904005,500000071,2026-06-21,08:07:40,ATM,68746,Zomato,Pune,POS,No,Normal Transaction
904006,500000024,2027-01-01,11:53:30,ATM,26610,Amazon,Kolkata,ATM,No,Normal Transaction
904007,500000082,2026-06-08,17:22:44,NEFT,16814,Swiggy,Mumbai,ATM,No,Normal Transaction
904008,500000132,2026-08-14,22:21:31,UPI,31308,Zomato,Kolkata,Mobile,No,Normal Transaction
904009,500000006,2026-01-05,05:49:39,ATM,46937,Zomato,Delhi,Laptop,No,Normal Transaction
904010,500000010,2026-09-05,18:34:37,RTGS,5806,Paytm,Delhi,POS,No,Normal Transaction
904011,500000120,2026-05-11,21:38:01,Debit Card,66368,PhonePe,Lucknow,ATM,No,Normal Transaction
904012,500000156,2026-06-01,20:38:29,ATM,10538,Zomato,Hyderabad,POS,No,Normal Transaction
904013,500000130,2026-03-19,05:35:02,IMPS,8273,Swiggy,Lucknow,Mobile,No,Normal Transaction
904014,500000042,2026-01-25,04:23:37,ATM,78409,Swiggy,Delhi,POS,No,Normal Transaction
904015,500000059,2026-03-01,03:42:35,UPI,44906,IRCTC,Lucknow,ATM,No,Normal Transaction
904016,500000133,2026-03-09,06:28:45,RTGS,32929,Amazon,Hyderabad,Laptop,No,Normal Transaction
904017,500000154,2026-11-27,07:25:59,Debit Card,61540,Reliance,Hyderabad,Mobile,No,Normal Transaction
904018,500000155,2026-10-05,08:32:14,NEFT,93941,Flipkart,Hyderabad,POS,No,Normal Transaction
904019,500000095,2026-03-03,08:05:53,RTGS,26028,Uber,Lucknow,Mobile,No,Normal Transaction
904020,500000120,2026-08-05,20:21:30,UPI,48207,Flipkart,Pune,Laptop,No,Normal Transaction
904021,500000099,2026-09-30,02:47:18,UPI,49092,IRCTC,Lucknow,Laptop,No,Normal Transaction
904022,500000125,2026-11-22,19:55:29,IMPS,26283,Flipkart,Delhi,ATM,No,Normal Transaction
904023,500000125,2026-09-17,06:29:11,ATM,95030,Flipkart,Bengaluru,Mobile,No,Normal Transaction
904024,500000022,2026-06-20,17:34:22,RTGS,1626,Swiggy,Hyderabad,Mobile,No,Normal Transaction
904025,500000162,2026-06-30,23:15:10,ATM,62575,Paytm,Mumbai,Laptop,No,Normal Transaction
904026,500000135,2026-01-29,18:23:28,NEFT,61491,Uber,Pune,ATM,No,Normal Transaction
904027,500000108,2026-03-05,17:59:13,Credit Card,81035,Paytm,Bengaluru,Mobile,No,Normal Transaction
904028,500000053,2026-04-03,17:18:51,UPI,23335,Flipkart,Pune,ATM,No,Normal Transaction
904029,500000078,2026-04-07,08:30:47,UPI,18560,Swiggy,Mumbai,ATM,No,Normal Transaction
904030,500000020,2026-04-07,19:45:52,ATM,49601,IRCTC,Bengaluru,ATM,No,Normal Transaction
904031,500000031,2026-11-25,05:12:45,IMPS,82892,Reliance,Bengaluru,Mobile,No,Normal Transaction
904032,500000051,2026-08-01,10:48:08,IMPS,63387,DMart,Lucknow,Mobile,Yes,Multiple Transactions
904033,500000056,2026-04-23,12:34:50,ATM,72299,Flipkart,Mumbai,Laptop,No,Normal Transaction
904034,500000095,2026-07-06,17:46:10,IMPS,78043,Swiggy,Hyderabad,Mobile,No,Normal Transaction
904035,500000045,2026-08-28,10:12:51,Debit Card,32418,Reliance,Kolkata,Laptop,No,Normal Transaction
904036,500000009,2026-10-11,06:18:56,RTGS,46853,Paytm,Bengaluru,Laptop,No,Normal Transaction
904037,500000100,2026-07-08,00:26:02,IMPS,99265,Zomato,Kolkata,Mobile,No,Normal Transaction
904038,500000095,2026-03-14,17:11:00,RTGS,59654,Paytm,Kolkata,POS,No,Normal Transaction
904039,500000127,2026-04-04,01:53:59,RTGS,42606,PhonePe,Kolkata,ATM,No,Normal Transaction
904040,500000091,2026-10-14,12:15:48,UPI,68383,Amazon,Mumbai,POS,No,Normal Transaction
904041,500000053,2026-04-20,00:43:05,Debit Card,63476,Swiggy,Lucknow,Mobile,No,Normal Transaction
904042,500000133,2026-01-30,16:18:39,Debit Card,54069,Reliance,Lucknow,POS,No,Normal Transaction
904043,500000170,2026-07-17,10:44:21,UPI,79740,Flipkart,Lucknow,Laptop,No,Normal Transaction
904044,500000085,2026-03-25,14:41:47,IMPS,64365,DMart,Delhi,ATM,No,Normal Transaction
904045,500000034,2026-01-27,09:56:28,NEFT,77292,Paytm,Bengaluru,Mobile,No,Normal Transaction
904046,500000043,2026-07-21,01:11:40,RTGS,90884,Amazon,Delhi,Mobile,No,Normal Transaction
904047,500000088,2026-09-06,23:53:04,ATM,20627,DMart,Hyderabad,Laptop,No,Normal Transaction
904048,500000089,2026-11-26,02:53:59,RTGS,23490,IRCTC,Lucknow,Laptop,No,Normal Transaction
904049,500000167,2026-06-05,16:53:31,ATM,70714,IRCTC,Hyderabad,POS,No,Normal Transaction
904050,500000087,2026-08-08,11:52:45,ATM,25228,Paytm,Kolkata,POS,No,Normal Transaction
904051,500000032,2026-07-26,15:49:34,NEFT,40190,PhonePe,Mumbai,ATM,No,Normal Transaction
904052,500000133,2026-01-04,01:10:19,RTGS,7464,PhonePe,Mumbai,Laptop,No,Normal Transaction
904053,500000090,2026-09-09,01:14:51,Debit Card,70698,Uber,Pune,ATM,No,Normal Transaction
904054,500000044,2026-05-18,09:08:04,NEFT,8424,Reliance,Bengaluru,Mobile,No,Normal Transaction
904055,500000120,2026-12-09,01:06:50,IMPS,65971,Swiggy,Bengaluru,Laptop,No,Normal Transaction
904056,500000029,2026-12-19,23:35:07,Credit Card,58612,Flipkart,Kolkata,Laptop,No,Normal Transaction
904057,500000060,2026-04-21,05:17:48,IMPS,81485,Uber,Delhi,Laptop,No,Normal Transaction
904058,500000142,2026-01-01,23:22:16,NEFT,48068,Reliance,Kolkata,POS,No,Normal Transaction
904059,500000123,2026-04-17,12:57:25,Credit Card,90234,PhonePe,Bengaluru,ATM,No,Normal Transaction
904060,500000116,2026-08-30,19:13:09,Debit Card,30518,Zomato,Hyderabad,Mobile,No,Normal Transaction
904061,500000001,2026-06-11,04:50:30,Credit Card,13320,PhonePe,Hyderabad,ATM,No,Normal Transaction
904062,500000070,2026-07-26,00:54:04,RTGS,85650,Paytm,Mumbai,ATM,No,Normal Transaction
904063,500000080,2026-03-02,06:12:47,Credit Card,18024,Flipkart,Lucknow,Mobile,No,Normal Transaction
904064,500000092,2026-11-18,17:07:43,NEFT,9766,Flipkart,Mumbai,ATM,No,Normal Transaction
904065,500000050,2026-10-26,19:58:58,RTGS,42801,Zomato,Bengaluru,POS,No,Normal Transaction
904066,500000073,2026-04-27,18:25:45,Debit Card,55877,Swiggy,Pune,Laptop,No,Normal Transaction
904067,500000147,2026-05-11,18:58:21,UPI,50071,Uber,Lucknow,Laptop,No,Normal Transaction
904068,500000087,2026-09-08,21:03:20,Debit Card,14511,Swiggy,Hyderabad,Mobile,No,Normal Transaction
904069,500000041,2026-11-02,15:13:45,Debit Card,46278,IRCTC,Mumbai,POS,No,Normal Transaction
904070,500000166,2026-10-02,11:52:29,RTGS,90133,Zomato,Delhi,POS,No,Normal Transaction
904071,500000105,2026-11-11,09:38:34,UPI,38571,Paytm,Hyderabad,POS,No,Normal Transaction
904072,500000107,2026-07-06,12:24:12,Debit Card,18769,IRCTC,Bengaluru,ATM,No,Normal Transaction
904073,500000141,2026-05-19,04:17:53,Debit Card,21247,IRCTC,Hyderabad,Laptop,No,Normal Transaction
904074,500000047,2026-03-05,01:41:59,Credit Card,79025,Reliance,Lucknow,Mobile,No,Normal Transaction
904075,500000135,2026-09-13,10:11:13,NEFT,64275,Amazon,Mumbai,Mobile,No,Normal Transaction
904076,500000075,2026-01-27,06:54:09,ATM,97994,DMart,Pune,Mobile,No,Normal Transaction
904077,500000077,2026-05-15,20:43:30,NEFT,27835,Swiggy,Delhi,Laptop,No,Normal Transaction
904078,500000127,2026-12-16,23:40:40,NEFT,6166,Swiggy,Pune,ATM,No,Normal Transaction
904079,500000051,2026-08-05,13:08:11,ATM,27116,IRCTC,Bengaluru,Mobile,No,Normal Transaction
904080,500000013,2026-05-19,13:17:20,UPI,13979,Amazon,Lucknow,Mobile,No,Normal Transaction
904081,500000058,2026-01-29,17:21:12,UPI,57717,PhonePe,Bengaluru,Mobile,No,Normal Transaction
904082,500000066,2026-03-03,15:57:09,ATM,46643,Swiggy,Bengaluru,Laptop,No,Normal Transaction
904083,500000139,2026-02-05,20:42:15,IMPS,56246,DMart,Lucknow,ATM,No,Normal Transaction
904084,500000081,2026-04-01,17:24:33,IMPS,86310,PhonePe,Bengaluru,Laptop,No,Normal Transaction
904085,500000014,2026-09-27,04:23:49,UPI,31239,Paytm,Kolkata,Laptop,No,Normal Transaction
904086,500000030,2026-06-09,07:20:11,RTGS,45465,Uber,Delhi,Mobile,Yes,Multiple Transactions
904087,500000165,2026-10-21,23:16:50,ATM,43229,Swiggy,Bengaluru,POS,No,Normal Transaction
904088,500000095,2026-08-31,23:46:06,Debit Card,57142,DMart,Lucknow,ATM,Yes,Multiple Transactions
904089,500000011,2026-04-26,19:44:39,RTGS,83261,Reliance,Hyderabad,POS,No,Normal Transaction
904090,500000023,2026-06-24,06:42:31,UPI,50490,Reliance,Bengaluru,ATM,No,Normal Transaction
904091,500000018,2026-06-30,21:11:42,Debit Card,25151,Reliance,Mumbai,POS,No,Normal Transaction
904092,500000053,2026-07-13,13:31:16,UPI,70131,Swiggy,Pune,Laptop,No,Normal Transaction
904093,500000102,2026-05-02,18:44:08,Credit Card,79390,DMart,Hyderabad,ATM,No,Normal Transaction
904094,500000060,2026-10-02,03:18:49,Debit Card,89794,DMart,Pune,Laptop,No,Normal Transaction
904095,500000092,2026-04-03,12:12:22,IMPS,51670,PhonePe,Kolkata,ATM,No,Normal Transaction
904096,500000089,2026-10-14,20:53:52,IMPS,37223,IRCTC,Pune,Laptop,No,Normal Transaction
904097,500000087,2026-01-27,17:25:18,Credit Card,72018,IRCTC,Mumbai,Mobile,No,Normal Transaction
904098,500000080,2026-02-07,20:28:28,RTGS,18790,Amazon,Mumbai,Laptop,Yes,Multiple Transactions
904099,500000148,2026-11-14,12:53:18,ATM,58381,Paytm,Mumbai,POS,No,Normal Transaction
904100,500000110,2026-07-04,07:50:47,IMPS,50753,DMart,Lucknow,POS,No,Normal Transaction
904101,500000005,2026-09-23,06:51:06,IMPS,75697,Amazon,Delhi,ATM,No,Normal Transaction
904102,500000146,2026-02-24,17:01:08,RTGS,41612,Amazon,Pune,POS,No,Normal Transaction
904103,500000002,2026-10-21,01:19:18,IMPS,98369,Uber,Bengaluru,POS,No,Normal Transaction
904104,500000035,2026-10-21,17:58:16,ATM,68010,DMart,Bengaluru,Laptop,No,Normal Transaction
904105,500000012,2026-04-06,07:38:53,Debit Card,49402,Amazon,Hyderabad,ATM,No,Normal Transaction
