Card_ID,Customer_ID,Card_Type,Card_Network,Credit_Limit,Outstanding_Balance,Card_Status,Issue_Date,Expiry_Date
800707,1092,Signature,Mastercard,153980,58957,Active,2021-12-16,2026-12-15
800708,1055,Classic,Visa,920590,297849,Active,2023-07-31,2028-07-29
800709,1075,Signature,Visa,765013,726617,Blocked,2025-11-11,2030-11-10
800710,1007,Platinum,RuPay,999542,655648,Expired,2026-07-03,2031-07-02
800711,1042,Gold,Visa,769751,691170,Expired,2026-08-03,2031-08-02
800712,1040,Signature,Mastercard,415253,287886,Active,2023-09-24,2028-09-22
800713,1106,Gold,Visa,997313,738119,Expired,2026-04-14,2031-04-13
800714,1079,Gold,Visa,245979,106301,Blocked,2026-06-26,2031-06-25
800715,1010,Gold,Mastercard,391122,61773,Active,2023-11-13,2028-11-11
800716,1165,Platinum,Visa,938656,314876,Active,2022-01-31,2027-01-30
800717,1152,Gold,Visa,279772,128272,Blocked,2021-08-09,2026-08-08
800718,1127,Platinum,Visa,83840,72620,Expired,2025-01-12,2030-01-11
800719,1003,Classic,RuPay,491991,396355,Blocked,2022-06-27,2027-06-26
800720,1128,Gold,Mastercard,974303,396078,Active,2024-07-04,2029-07-03
800721,1105,Platinum,Visa,235307,35327,Blocked,2024-07-18,2029-07-17
800722,1118,Gold,Mastercard,189249,90966,Blocked,2024-03-20,2029-03-19
800723,1160,Platinum,Visa,516236,86303,Expired,2023-01-24,2028-01-23
800724,1133,Platinum,Mastercard,226454,186900,Blocked,2023-01-28,2028-01-27
800725,1168,Platinum,RuPay,338790,329151,Expired,2026-06-08,2031-06-07
800726,1139,Platinum,RuPay,582633,464706,Expired,2024-01-15,2029-01-13
800727,1154,Platinum,RuPay,250495,44380,Expired,2022-09-10,2027-09-09
800728,1070,Signature,Visa,246924,95633,Expired,2025-01-17,2030-01-16
800729,1152,Platinum,Visa,568481,553005,Active,2025-12-15,2030-12-14
800730,1112,Platinum,RuPay,960712,608283,Blocked,2025-07-22,2030-07-21
800731,1135,Classic,Mastercard,532489,275593,Blocked,2024-03-18,2029-03-17
800732,1010,Platinum,Visa,198400,95940,Blocked,2024-12-16,2029-12-15
800733,1035,Gold,Mastercard,204259,157697,Active,2024-06-13,2029-06-12
800734,1102,Platinum,Visa,375727,2588,Blocked,2025-12-25,2030-12-24
800735,1026,Signature,Mastercard,251421,179913,Active,2024-11-09,2029-11-08
800736,1161,Signature,RuPay,872145,111697,Expired,2024-05-03,2029-05-02
800737,1162,Platinum,RuPay,365319,329862,Active,2026-03-09,2031-03-08
800738,1049,Gold,Visa,217972,209029,Blocked,2023-12-27,2028-12-25
800739,1145,Classic,RuPay,148659,84095,Blocked,2024-05-09,2029-05-08
800740,1115,Signature,Visa,904029,251135,Expired,2026-04-12,2031-04-11
800741,1008,Classic,Mastercard,928579,866104,Expired,2021-11-21,2026-11-20
800742,1072,Platinum,RuPay,629886,118008,Blocked,2024-09-07,2029-09-06
800743,1016,Platinum,RuPay,832240,744643,Active,2023-01-03,2028-01-02
800744,1111,Gold,Mastercard,227997,118818,Blocked,2025-04-22,2030-04-21
800745,1090,Gold,Mastercard,774192,91747,Blocked,2026-08-02,2031-08-01
800746,1055,Classic,RuPay,353744,1430,Active,2023-05-01,2028-04-29
800747,1139,Classic,Visa,217160,106129,Active,2024-03-05,2029-03-04
800748,1069,Signature,Mastercard,909401,126166,Active,2024-03-21,2029-03-20
800749,1129,Gold,Mastercard,655883,591587,Blocked,2021-09-18,2026-09-17
800750,1096,Signature,Visa,986469,266312,Active,2022-10-19,2027-10-18
800751,1101,Platinum,Mastercard,770420,309457,Expired,2025-07-24,2030-07-23
800752,1054,Platinum,Visa,82800,1969,Blocked,2024-04-13,2029-04-12
800753,1094,Classic,Mastercard,376621,109408,Blocked,2024-11-22,2029-11-21
800754,1061,Platinum,Mastercard,207196,191950,Expired,2022-06-18,2027-06-17
800755,1137,Platinum,Visa,364281,11819,Active,2021-11-06,2026-11-05
800756,1106,Gold,RuPay,988918,784162,Expired,2025-06-04,2030-06-03
800757,1070,Gold,Visa,624846,290949,Expired,2025-08-26,2030-08-25
800758,1180,Classic,RuPay,838146,184007,Expired,2024-10-13,2029-10-12
800759,1142,Classic,Visa,475936,345620,Active,2024-01-30,2029-01-28
800760,1091,Classic,RuPay,723593,448305,Expired,2023-12-08,2028-12-06
800761,1116,Signature,RuPay,914860,238712,Active,2025-03-22,2030-03-21
800762,1176,Classic,Mastercard,585771,189370,Active,2021-11-05,2026-11-04
800763,1058,Signature,Visa,191379,44333,Expired,2025-08-06,2030-08-05
800764,1011,Signature,Visa,133027,58387,Active,2021-08-10,2026-08-09
800765,1144,Signature,Mastercard,875851,252263,Blocked,2022-07-18,2027-07-17
800766,1154,Classic,RuPay,417013,242944,Expired,2024-07-12,2029-07-11
800767,1037,Classic,Visa,115366,76157,Active,2024-08-24,2029-08-23
800768,1155,Gold,RuPay,143792,39690,Blocked,2022-03-31,2027-03-30
800769,1101,Classic,Mastercard,378164,221078,Blocked,2024-07-19,2029-07-18
800770,1109,Classic,Mastercard,963574,639232,Expired,2022-02-08,2027-02-07
800771,1175,Platinum,Mastercard,94140,54605,Active,2025-06-03,2030-06-02
800772,1032,Gold,Mastercard,645396,162844,Expired,2022-08-25,2027-08-24
800773,1071,Classic,Visa,353704,313483,Active,2021-10-18,2026-10-17
800774,1117,Signature,Mastercard,272108,189127,Blocked,2023-11-22,2028-11-20
800775,1136,Classic,RuPay,981572,541095,Active,2024-10-20,2029-10-19
800776,1089,Platinum,RuPay,899007,182938,Expired,2022-01-19,2027-01-18
800777,1014,Signature,Mastercard,959954,578241,Expired,2024-10-17,2029-10-16
800778,1069,Platinum,Mastercard,967636,724151,Expired,2024-10-23,2029-10-22
800779,1051,Classic,Mastercard,70463,34699,Expired,2025-03-01,2030-02-28
800780,1177,Signature,Mastercard,733709,316018,Blocked,2022-03-03,2027-03-02
800781,1015,Gold,RuPay,246047,172272,Active,2022-12-14,2027-12-13
800782,1040,Signature,RuPay,546070,64059,Blocked,2023-11-25,2028-11-23
800783,1096,Platinum,Mastercard,562434,310207,Active,2023-10-16,2028-10-14
800784,1052,Gold,RuPay,975056,568568,Active,2023-12-22,2028-12-20
800785,1108,Signature,Visa,652842,340653,Expired,2024-12-02,2029-12-01
800786,1146,Platinum,Visa,245267,73434,Expired,2022-05-23,2027-05-22
800787,1003,Signature,Visa,847461,14796,Blocked,2021-12-01,2026-11-30
800788,1028,Signature,RuPay,967204,712894,Active,2021-08-28,2026-08-27
800789,1172,Classic,Visa,111647,70100,Expired,2023-01-15,2028-01-14
800790,1076,Platinum,Mastercard,167462,10974,Blocked,2022-12-28,2027-12-27
800791,1092,Signature,Visa,591208,351764,Active,2021-12-21,2026-12-20
800792,1086,Gold,RuPay,593047,127660,Active,2022-12-29,2027-12-28
800793,1151,Gold,Mastercard,752129,99422,Active,2022-11-30,2027-11-29
800794,1110,Classic,RuPay,798841,36917,Blocked,2022-04-30,2027-04-29
800795,1143,Classic,Mastercard,182307,163668,Expired,2025-10-31,2030-10-30
800796,1151,Gold,Visa,573046,17426,Blocked,2025-03-21,2030-03-20
800797,1146,Gold,RuPay,865810,90165,Blocked,2025-05-21,2030-05-20
800798,1168,Gold,Visa,986379,739030,Expired,2023-09-11,2028-09-09
800799,1092,Classic,Mastercard,228989,121737,Active,2024-07-05,2029-07-04
800800,1094,Classic,Mastercard,329458,263664,Blocked,2025-05-21,2030-05-20
800801,1149,Classic,Visa,519404,131172,Blocked,2024-11-10,2029-11-09
800802,1173,Signature,Visa,455394,117354,Blocked,2025-07-06,2030-07-05
800803,1093,Platinum,Visa,530242,355500,Blocked,2023-09-18,2028-09-16
800804,1042,Gold,RuPay,122138,111221,Active,2022-04-17,2027-04-16
800805,1088,Gold,RuPay,175260,73379,Blocked,2022-07-30,2027-07-29
800806,1082,Signature,Visa,847192,299411,Active,2022-02-17,2027-02-16
800807,1079,Platinum,RuPay,587233,155193,Blocked,2022-06-17,2027-06-16
800808,1061,Gold,Mastercard,194769,93492,Blocked,2022-10-22,2027-10-21
800809,1170,Platinum,RuPay,604564,294787,Blocked,2023-11-13,2028-11-11
800810,1088,Gold,Mastercard,290845,57081,Expired,2026-02-13,2031-02-12
800811,1112,Platinum,RuPay,526434,113787,Active,2026-06-15,2031-06-14
800812,1040,Platinum,Visa,867452,715547,Expired,2023-07-08,2028-07-06
800813,1168,Platinum,Visa,300726,223006,Blocked,2021-11-03,2026-11-02
800814,1061,Classic,RuPay,188151,170239,Active,2026-01-25,2031-01-24
800815,1051,Classic,Visa,743351,257884,Active,2023-10-21,2028-10-19
800816,1012,Signature,Visa,131886,45679,Blocked,2021-09-03,2026-09-02
800817,1133,Platinum,Mastercard,902906,103175,Blocked,2024-02-17,2029-02-15
800818,1163,Signature,Visa,950309,239525,Active,2021-08-05,2026-08-04
800819,1123,Platinum,Mastercard,355591,279134,Active,2024-10-29,2029-10-28
800820,1171,Signature,RuPay,308592,18710,Active,2025-10-20,2030-10-19
800821,1093,Platinum,Visa,53634,36358,Active,2024-04-11,2029-04-10
800822,1123,Signature,Visa,766086,624901,Active,2024-03-30,2029-03-29
800823,1136,Platinum,Mastercard,483790,174467,Blocked,2024-09-28,2029-09-27
800824,1157,Platinum,Mastercard,455560,27649,Active,2024-01-19,2029-01-17
800825,1071,Classic,Visa,995327,767065,Blocked,2023-11-07,2028-11-05
800826,1103,Classic,Mastercard,713450,144795,Active,2023-11-29,2028-11-27
800827,1156,Platinum,Mastercard,390329,148015,Active,2026-05-08,2031-05-07
800828,1110,Classic,RuPay,375014,40763,Expired,2022-07-16,2027-07-15
800829,1005,Platinum,RuPay,870009,594589,Blocked,2023-12-18,2028-12-16
800830,1106,Classic,Mastercard,805889,63473,Blocked,2024-06-08,2029-06-07
800831,1061,Platinum,RuPay,490543,235336,Active,2025-12-26,2030-12-25
800832,1166,Platinum,Visa,453256,309281,Expired,2021-09-25,2026-09-24
800833,1142,Signature,Visa,59072,50628,Active,2025-12-25,2030-12-24
800834,1001,Classic,Mastercard,201790,70767,Blocked,2023-12-20,2028-12-18
800835,1056,Classic,Mastercard,783837,383962,Expired,2021-12-13,2026-12-12
800836,1091,Classic,Mastercard,510284,201182,Active,2025-08-30,2030-08-29
800837,1053,Gold,RuPay,554990,397026,Blocked,2022-03-08,2027-03-07
800838,1120,Gold,Mastercard,214467,202574,Active,2024-12-25,2029-12-24
800839,1126,Gold,Visa,315393,278388,Active,2022-08-10,2027-08-09
800840,1056,Gold,RuPay,613900,213956,Active,2025-04-20,2030-04-19
800841,1043,Signature,Mastercard,113011,23425,Blocked,2026-06-25,2031-06-24
800842,1173,Platinum,Visa,209961,56391,Active,2025-11-10,2030-11-09
800843,1059,Gold,Mastercard,326208,300069,Blocked,2025-06-21,2030-06-20
800844,1080,Platinum,Mastercard,507258,479424,Expired,2023-08-27,2028-08-25
800845,1094,Platinum,Visa,928991,747969,Active,2022-08-12,2027-08-11
800846,1102,Gold,Mastercard,940481,201378,Active,2024-01-26,2029-01-24
800847,1103,Platinum,Visa,408450,365854,Expired,2025-09-23,2030-09-22
800848,1124,Classic,Mastercard,988867,336240,Active,2025-12-23,2030-12-22
800849,1135,Classic,Mastercard,694402,580044,Expired,2024-08-01,2029-07-31
800850,1071,Classic,RuPay,778520,408409,Expired,2021-11-15,2026-11-14
800851,1048,Gold,RuPay,346073,37802,Active,2021-09-18,2026-09-17
800852,1047,Gold,Visa,669788,184809,Active,2026-07-09,2031-07-08
800853,1148,Signature,RuPay,231706,12330,Blocked,2022-08-11,2027-08-10
800854,1027,Classic,Mastercard,397905,112457,Expired,2025-04-16,2030-04-15
800855,1047,Platinum,Visa,668832,459416,Active,2025-04-09,2030-04-08
800856,1176,Gold,RuPay,298083,56949,Active,2024-05-09,2029-05-08
800857,1049,Gold,RuPay,171709,114044,Expired,2022-09-25,2027-09-24
800858,1004,Platinum,Mastercard,710291,472905,Blocked,2022-08-05,2027-08-04
800859,1178,Gold,RuPay,864330,361570,Expired,2023-11-29,2028-11-27
800860,1132,Classic,Visa,767250,328017,Blocked,2024-04-15,2029-04-14
800861,1018,Gold,RuPay,356774,49009,Active,2025-11-01,2030-10-31
800862,1061,Signature,Mastercard,836537,60954,Active,2023-08-20,2028-08-18
800863,1053,Gold,RuPay,485842,437880,Active,2024-02-25,2029-02-23
800864,1086,Signature,RuPay,212902,39236,Blocked,2026-02-03,2031-02-02
800865,1129,Signature,Mastercard,328955,278299,Expired,2022-08-31,2027-08-30
800866,1116,Signature,Visa,402311,156764,Active,2024-05-21,2029-05-20
800867,1180,Classic,Mastercard,945580,335492,Active,2021-10-10,2026-10-09
800868,1161,Gold,Mastercard,794429,362537,Expired,2024-10-10,2029-10-09
800869,1115,Classic,Mastercard,432411,119836,Active,2021-11-10,2026-11-09
800870,1010,Gold,RuPay,820287,314284,Expired,2022-08-05,2027-08-04
800871,1004,Gold,Mastercard,495994,144634,Active,2025-06-16,2030-06-15
800872,1081,Gold,RuPay,898995,277157,Active,2026-03-06,2031-03-05
800873,1175,Signature,Mastercard,444750,365216,Expired,2023-08-10,2028-08-08
800874,1051,Platinum,RuPay,465910,260609,Expired,2022-10-10,2027-10-09
800875,1034,Platinum,Mastercard,509000,449820,Active,2023-07-11,2028-07-09
800876,1177,Platinum,RuPay,967383,16594,Blocked,2021-09-03,2026-09-02
800877,1080,Platinum,RuPay,111763,69450,Blocked,2025-05-13,2030-05-12
800878,1013,Gold,Visa,660998,485042,Active,2026-04-22,2031-04-21
800879,1035,Classic,Mastercard,424998,284064,Active,2023-06-13,2028-06-11
800880,1180,Gold,Visa,833150,817594,Active,2023-06-22,2028-06-20
800881,1093,Gold,Mastercard,716072,556984,Active,2024-07-06,2029-07-05
800882,1023,Platinum,RuPay,597597,243842,Expired,2021-09-04,2026-09-03
800883,1141,Platinum,Visa,871110,91457,Blocked,2025-09-28,2030-09-27
800884,1174,Signature,Mastercard,239572,42414,Active,2022-07-22,2027-07-21
800885,1142,Signature,Visa,232221,138000,Active,2025-12-11,2030-12-10
800886,1032,Platinum,RuPay,852613,377717,Expired,2025-12-24,2030-12-23
800887,1039,Classic,Visa,707038,244819,Blocked,2026-03-28,2031-03-27
800888,1173,Platinum,Visa,675700,29713,Blocked,2025-06-03,2030-06-02
800889,1081,Platinum,Visa,827477,188852,Expired,2022-12-16,2027-12-15
800890,1043,Gold,RuPay,846462,468950,Blocked,2025-08-03,2030-08-02
800891,1074,Platinum,Visa,348297,277141,Expired,2025-12-26,2030-12-25
800892,1080,Platinum,RuPay,196533,6662,Blocked,2026-01-29,2031-01-28
800893,1119,Gold,Visa,549384,104178,Active,2023-04-30,2028-04-28
800894,1099,Classic,Mastercard,619105,58424,Expired,2021-10-14,2026-10-13
800895,1085,Gold,Mastercard,126019,3558,Blocked,2022-04-22,2027-04-21
800896,1147,Gold,Mastercard,845345,44473,Active,2025-08-14,2030-08-13
800897,1157,Classic,Visa,885392,168870,Blocked,2024-12-31,2029-12-30
800898,1156,Gold,Mastercard,337240,313390,Blocked,2025-06-12,2030-06-11
800899,1109,Signature,Mastercard,400636,207822,Expired,2025-05-12,2030-05-11
800900,1019,Platinum,Mastercard,662902,165906,Blocked,2023-03-23,2028-03-21
800901,1019,Signature,RuPay,186576,171107,Blocked,2024-09-09,2029-09-08
800902,1072,Signature,Visa,941582,501966,Expired,2023-07-03,2028-07-01
800903,1052,Gold,RuPay,347141,281717,Active,2023-06-13,2028-06-11
800904,1133,Gold,RuPay,943320,483504,Blocked,2022-04-13,2027-04-12
800905,1089,Signature,RuPay,469897,306267,Expired,2026-05-30,2031-05-29
800906,1015,Gold,RuPay,969589,314767,Active,2021-10-09,2026-10-08
800907,1096,Signature,Visa,906208,192558,Blocked,2022-10-29,2027-10-28
800908,1157,Classic,RuPay,95226,89769,Active,2022-12-25,2027-12-24
800909,1158,Platinum,RuPay,362271,32344,Active,2022-05-27,2027-05-26
800910,1056,Classic,Mastercard,562834,142338,Blocked,2023-02-06,2028-02-05
800911,1163,Gold,RuPay,273846,207372,Active,2021-12-31,2026-12-30
800912,1141,Signature,Mastercard,973957,746718,Blocked,2023-09-13,2028-09-11
800913,1074,Classic,Visa,939033,276765,Active,2022-03-05,2027-03-04
800914,1119,Signature,Visa,767810,666588,Expired,2025-05-11,2030-05-10
800915,1126,Classic,Visa,529705,39955,Active,2024-11-18,2029-11-17
800916,1117,Classic,RuPay,334639,264915,Blocked,2025-11-04,2030-11-03
800917,1093,Classic,Mastercard,86148,10470,Active,2022-08-12,2027-08-11
800918,1114,Signature,Visa,629467,468185,Blocked,2024-08-02,2029-08-01
800919,1089,Platinum,Visa,165333,118468,Expired,2022-03-11,2027-03-10
800920,1020,Signature,Visa,134973,108642,Expired,2026-06-10,2031-06-09
800921,1110,Signature,Visa,966903,253915,Expired,2024-07-27,2029-07-26
800922,1100,Signature,RuPay,612230,131108,Expired,2024-02-18,2029-02-16
800923,1026,Classic,Visa,880106,613665,Blocked,2025-07-14,2030-07-13
800924,1048,Platinum,Mastercard,183448,36868,Blocked,2026-02-27,2031-02-26
800925,1006,Classic,Visa,850409,331819,Expired,2021-12-13,2026-12-12
800926,1107,Platinum,RuPay,498458,226668,Expired,2025-12-31,2030-12-30
800927,1068,Classic,Visa,139826,17542,Active,2022-10-15,2027-10-14
800928,1021,Gold,Mastercard,659858,44337,Blocked,2024-06-25,2029-06-24
800929,1123,Gold,RuPay,965167,183677,Expired,2022-10-25,2027-10-24
800930,1015,Classic,Visa,128189,70021,Expired,2022-08-13,2027-08-12
800931,1137,Platinum,RuPay,423388,237186,Blocked,2023-02-28,2028-02-27
800932,1098,Signature,Mastercard,797573,340604,Blocked,2024-09-20,2029-09-19
800933,1180,Classic,Visa,361943,55418,Active,2022-12-01,2027-11-30
800934,1167,Classic,RuPay,657513,502251,Active,2024-03-22,2029-03-21
800935,1008,Platinum,Visa,555861,179629,Blocked,2024-09-20,2029-09-19
800936,1093,Signature,RuPay,562442,316533,Active,2025-09-17,2030-09-16
800937,1138,Platinum,Mastercard,633498,81786,Expired,2025-09-15,2030-09-14
800938,1057,Platinum,Visa,57234,34416,Expired,2023-10-12,2028-10-10
800939,1071,Classic,Mastercard,549476,237569,Active,2023-09-10,2028-09-08
800940,1085,Platinum,RuPay,368735,344239,Blocked,2021-11-18,2026-11-17
800941,1082,Classic,Mastercard,282394,132481,Expired,2023-03-20,2028-03-18
800942,1063,Signature,Visa,905786,597639,Active,2024-08-02,2029-08-01
800943,1020,Classic,Mastercard,221036,58857,Expired,2025-07-14,2030-07-13
800944,1082,Classic,Visa,226705,158093,Expired,2022-06-18,2027-06-17
800945,1094,Platinum,Visa,634584,212128,Active,2025-01-23,2030-01-22
800946,1058,Gold,RuPay,342787,328051,Expired,2023-03-17,2028-03-15
800947,1097,Signature,Visa,867860,734649,Blocked,2024-02-08,2029-02-06
800948,1040,Platinum,Visa,866738,141494,Active,2021-11-07,2026-11-06
800949,1130,Classic,Visa,555543,380014,Active,2025-10-13,2030-10-12
800950,1021,Classic,Visa,450805,315860,Blocked,2025-07-04,2030-07-03
800951,1143,Gold,RuPay,717052,420748,Expired,2024-01-27,2029-01-25
800952,1034,Classic,Visa,349874,12740,Active,2023-03-21,2028-03-19
800953,1119,Signature,Visa,189467,42645,Active,2021-10-23,2026-10-22
800954,1173,Platinum,Visa,979496,46723,Active,2023-11-04,2028-11-02
800955,1178,Signature,RuPay,543084,196001,Blocked,2023-08-14,2028-08-12
800956,1049,Gold,Mastercard,986519,811218,Expired,2026-03-20,2031-03-19
800957,1011,Platinum,Mastercard,297079,91408,Active,2026-07-23,2031-07-22
800958,1161,Classic,RuPay,577640,568771,Expired,2023-11-04,2028-11-02
800959,1056,Classic,RuPay,786163,682887,Blocked,2025-12-29,2030-12-28
800960,1118,Signature,RuPay,708710,191546,Active,2025-03-09,2030-03-08
800961,1061,Classic,RuPay,406533,101016,Expired,2023-03-21,2028-03-19
800962,1116,Signature,RuPay,653029,96167,Blocked,2026-06-26,2031-06-25
800963,1169,Gold,Mastercard,274640,254194,Expired,2024-03-28,2029-03-27
800964,1179,Platinum,Mastercard,471552,167611,Active,2021-10-28,2026-10-27
800965,1015,Signature,RuPay,644703,302002,Expired,2022-12-04,2027-12-03
800966,1069,Signature,Visa,800261,766961,Active,2023-10-02,2028-09-30
800967,1088,Gold,Mastercard,361093,19233,Blocked,2022-08-18,2027-08-17
800968,1065,Signature,Mastercard,529957,216866,Expired,2025-02-12,2030-02-11
800969,1132,Signature,Visa,306135,12703,Expired,2025-03-24,2030-03-23
800970,1177,Signature,RuPay,586065,104770,Blocked,2023-01-01,2027-12-31
800971,1035,Classic,Visa,492493,198759,Active,2024-01-10,2029-01-08
800972,1094,Signature,Visa,427842,42103,Expired,2025-01-26,2030-01-25
800973,1157,Classic,Mastercard,996350,664466,Blocked,2022-05-28,2027-05-27
800974,1122,Signature,Mastercard,357402,34211,Expired,2022-11-24,2027-11-23
800975,1134,Platinum,Visa,152902,44413,Active,2021-09-01,2026-08-31
800976,1015,Platinum,Visa,767895,429720,Active,2023-02-09,2028-02-08
800977,1149,Platinum,Visa,263026,77181,Blocked,2022-05-15,2027-05-14
800978,1106,Gold,Visa,673790,452648,Expired,2025-12-23,2030-12-22
800979,1113,Signature,Mastercard,887775,469425,Expired,2025-09-24,2030-09-23
800980,1059,Classic,Visa,891727,493707,Blocked,2023-08-17,2028-08-15
800981,1085,Signature,Visa,774774,437382,Blocked,2023-08-25,2028-08-23
800982,1145,Signature,Mastercard,852980,733195,Active,2025-07-24,2030-07-23
800983,1006,Gold,RuPay,550803,275922,Active,2022-08-25,2027-08-24
800984,1079,Signature,Mastercard,82842,48372,Expired,2023-10-19,2028-10-17
800985,1128,Classic,Visa,666378,301138,Active,2023-09-22,2028-09-20
800986,1062,Gold,RuPay,865154,15593,Blocked,2023-03-14,2028-03-12
800987,1037,Platinum,RuPay,257737,235445,Expired,2021-11-08,2026-11-07
800988,1068,Signature,Mastercard,466474,99866,Expired,2021-12-28,2026-12-27
800989,1147,Gold,Mastercard,623775,504532,Active,2026-01-23,2031-01-22
800990,1121,Platinum,RuPay,507003,181868,Blocked,2022-12-13,2027-12-12
800991,1174,Platinum,RuPay,800207,346127,Expired,2026-05-14,2031-05-13
800992,1133,Platinum,Mastercard,118498,105521,Active,2022-12-04,2027-12-03
800993,1079,Platinum,RuPay,182102,150340,Blocked,2022-09-15,2027-09-14
800994,1011,Classic,Visa,554134,262237,Active,2022-11-28,2027-11-27
800995,1136,Classic,Visa,601338,443848,Blocked,2021-08-26,2026-08-25
800996,1049,Platinum,Mastercard,822828,620388,Blocked,2022-11-01,2027-10-31
800997,1060,Signature,RuPay,61982,33059,Blocked,2023-06-10,2028-06-08
800998,1020,Gold,RuPay,71110,11093,Active,2021-10-24,2026-10-23
800999,1112,Signature,RuPay,752998,683084,Expired,2021-11-03,2026-11-02
801000,1092,Signature,RuPay,543298,75051,Active,2022-12-20,2027-12-19
